"","WT","Date","Diff_PSL"
"473",2,2014-06-25,33.7785921522591
"474",2,2014-06-26,-71.5657043803803
"475",2,2014-06-27,-109.474193769274
"476",2,2014-06-28,16.5317267894861
"477",2,2014-06-29,67.395507019959
"478",2,2014-06-30,-13.6503788954724
"479",2,2014-07-01,-118.714091158094
"480",2,2014-07-02,-93.3860752110049
"481",2,2014-07-03,12.7861624533398
"482",2,2014-07-04,103.463410211407
"483",2,2014-07-05,103.199204167351
"484",2,2014-07-06,-23.7740613841161
"485",2,2014-07-07,-115.645452493511
"486",2,2014-07-08,-120.109730055992
"487",2,2014-07-09,-42.133702676103
"488",2,2014-07-10,16.3230654520303
"489",2,2014-07-11,22.2923264790588
"490",2,2014-07-12,52.1616176858515
"491",2,2014-07-13,56.1029560947936
"492",2,2014-07-14,57.5912341746443
"493",2,2014-07-15,-28.1718990930822
"494",2,2014-07-16,-12.7299266555783
"495",2,2014-07-17,-77.5652783131809
"496",2,2014-07-18,-65.8595170223998
"497",2,2014-07-19,9.03190938971238
"498",2,2014-07-20,36.2883967700036
"499",2,2014-07-21,17.3792391149909
"500",2,2014-07-22,-43.0323773027922
"501",2,2014-07-23,41.6311234479072
"502",2,2014-07-24,191.206718673915
"503",2,2014-07-25,85.0878307092935
"504",2,2014-07-26,-77.2828059060994
"505",2,2014-07-27,52.4968260530004
"506",2,2014-07-28,173.560658781033
"507",2,2014-07-29,94.975665983613
"508",2,2014-07-30,57.5012858099362
"509",2,2014-07-31,41.5789162676519
"510",2,2014-08-01,-35.7094018828211
"511",2,2014-08-02,-78.9701867087279
"512",2,2014-08-03,-69.8199853412661
"513",2,2014-08-04,-42.4359694550367
"514",2,2014-08-05,-9.80863369379949
"515",2,2014-08-06,-10.7151728108292
"516",2,2014-08-07,-27.9513192866434
"517",2,2014-08-08,31.7715937449393
"518",2,2014-08-09,7.86467040659045
"519",2,2014-08-10,-29.5068018584716
"520",2,2014-08-11,-12.8234522094572
"521",2,2014-08-12,2.56594784733898
"522",2,2014-08-13,28.9431035444723
"523",2,2014-08-14,-20.2906184060994
"524",2,2014-08-15,-120.427567308478
"525",2,2014-08-16,-5.85737400583457
"526",2,2014-08-17,100.448599304087
"527",2,2014-08-18,40.01356567521
"528",2,2014-08-19,-51.4864114997472
"529",2,2016-08-06,17.5764029784041
"530",2,2016-08-07,123.646289411219
"531",2,2016-08-10,74.4553656569478
"532",2,2016-08-11,20.6090212120616
"533",2,2016-08-12,-39.8915874553641
"534",2,2016-08-13,-44.1763347569358
"535",2,2016-08-14,-80.2301409572392
"536",2,2016-08-15,-73.3088188301335
"537",2,2016-08-16,-58.604524681461
"538",2,2016-08-17,-42.0716046502203
"539",2,2016-08-18,13.5718481171789
"540",2,2016-08-19,-18.0799535383849
"541",2,2016-08-20,39.3695384779276
"542",2,2016-08-21,57.0142618385871
"543",2,2016-08-22,26.0591814944783
"544",2,2016-08-23,22.5765805064148
"545",2,2016-08-30,56.5513106638537
"546",2,2016-08-31,-94.427156457954
"547",2,2016-09-01,-126.900075829821
"548",2,2016-09-02,90.1349910221616
"549",2,2016-09-03,109.321600846044
"550",2,2016-09-04,-20.6921017793356
"551",2,2016-09-05,-21.6669967842172
"552",2,2016-09-06,26.7713769071561
"553",2,2016-09-07,-17.1938212648092
"554",2,2016-09-08,-98.8072946254542
"555",2,2016-09-09,-74.0086773149669
"556",2,2016-09-10,-74.3689589758142
"557",2,2016-09-11,108.417015805055
"558",2,2016-09-12,228.35663219243
"559",2,2016-09-13,26.0499703274545
"560",2,2016-09-14,-53.1816250912962
"561",2,2016-09-15,-49.6533816547599
"562",2,2016-09-16,-68.3656582231051
"563",2,2016-09-17,-151.050291145919
"564",2,2016-09-18,-24.5072165131423
"565",2,2016-09-19,13.3045974679408
"566",2,2016-09-20,-11.9462470581057
"567",3,2005-05-01,13.7906551797496
"568",3,2005-05-02,-39.9618035830208
"569",3,2005-05-03,-95.957920792076
"570",3,2005-05-04,-33.286929627895
"571",3,2005-05-05,-2.47106927650748
"572",3,2005-05-06,69.9921443860658
"573",3,2005-05-07,21.9517948080611
"574",3,2005-05-08,-88.2524663711229
"575",3,2005-05-09,-53.1471466178336
"576",3,2005-05-10,-35.2546461613383
"577",3,2005-05-11,-36.7587381817139
"578",3,2005-05-12,49.1201978676399
"579",3,2005-05-13,28.5806978879264
"580",3,2005-05-14,-20.4785596899892
"581",3,2005-05-15,-48.5755432356818
"582",3,2005-05-16,-8.3951101180719
"583",3,2005-05-17,95.8553210213431
"584",3,2005-05-18,76.8358817054832
"585",3,2005-05-19,111.342333580178
"586",3,2005-05-20,-39.7760065837501
"587",3,2005-05-21,-15.8184066101239
"588",3,2005-05-22,104.432115829404
"589",3,2005-05-23,2.26359103636059
"590",3,2005-05-24,-142.954257375022
"591",3,2005-05-25,-147.945070301081
"592",3,2005-05-26,14.42956703456
"593",3,2005-05-27,54.2858784085402
"594",3,2005-05-28,57.3474755518691
"595",3,2005-05-29,-21.637576590656
"596",3,2005-05-30,-96.660953223909
"597",3,2005-05-31,13.2044970378192
"598",3,2005-06-01,14.2015082271537
"599",3,2005-06-02,63.4826162047539
"600",3,2005-06-03,-15.6571642691997
"601",3,2005-06-04,27.2445232612517
